Gewindebohrer,Substantiv,"Gewinde,Bohrer",m,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrers,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrern,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,
Glasschneider,Substantiv,,m,Glasschneider,,,,,,,,,Glasschneider,,,,,,,,,Glasschneiders,,,,,,,,,Glasschneider,,,,,,,,,Glasschneider,,,,,,,,,Glasschneidern,,,,,,,,,Glasschneider,,,,,,,,,Glasschneider,,,,,,,,
Gliedermaßstab,Substantiv,,m,Gliedermaßstab,,,,,,,,,Gliedermaßstäbe,,,,,,,,,Gliedermaßstabs,,,,,,,,,Gliedermaßstäbe,,,,,,,,,Gliedermaßstab,,,,,,,,,Gliedermaßstäben,,,,,,,,,Gliedermaßstab,,,,,,,,,Gliedermaßstäbe,,,,,,,,
Glättkelle,Substantiv,"glätten,Kelle",f,Glättkelle,,,,,,,,,Glättkellen,,,,,,,,,Glättkelle,,,,,,,,,Glättkellen,,,,,,,,,Glättkelle,,,,,,,,,Glättkellen,,,,,,,,,Glättkelle,,,,,,,,,Glättkellen,,,,,,,,
Grabgabel,Substantiv,"graben,Gabel",f,Grabgabel,,,,,,,,,Grabgabeln,,,,,,,,,Grabgabel,,,,,,,,,Grabgabeln,,,,,,,,,Grabgabel,,,,,,,,,Grabgabeln,,,,,,,,,Grabgabel,,,,,,,,,Grabgabeln,,,,,,,,
Grabstichel,Substantiv,,m,Grabstichel,,,,,,,,,Grabstichel,,,,,,,,,Grabstichels,,,,,,,,,Grabstichel,,,,,,,,,Grabstichel,,,,,,,,,Grabsticheln,,,,,,,,,Grabstichel,,,,,,,,,Grabstichel,,,,,,,,
Gradmesser,Substantiv,"Grad,Messer",m,Gradmesser,,,,,,,,,Gradmesser,,,,,,,,,Gradmessers,,,,,,,,,Gradmesser,,,,,,,,,Gradmesser,,,,,,,,,Gradmessern,,,,,,,,,Gradmesser,,,,,,,,,Gradmesser,,,,,,,,
Graviermaschine,Substantiv,"gravieren,Maschine",f,Graviermaschine,,,,,,,,,Graviermaschinen,,,,,,,,,Graviermaschine,,,,,,,,,Graviermaschinen,,,,,,,,,Graviermaschine,,,,,,,,,Graviermaschinen,,,,,,,,,Graviermaschine,,,,,,,,,Graviermaschinen,,,,,,,,
Grillzange,Substantiv,"grillen,Zange",f,Grillzange,,,,,,,,,Grillzangen,,,,,,,,,Grillzange,,,,,,,,,Grillzangen,,,,,,,,,Grillzange,,,,,,,,,Grillzangen,,,,,,,,,Grillzange,,,,,,,,,Grillzangen,,,,,,,,
Grubber,Substantiv,,m,Grubber,,,,,,,,,Grubber,,,,,,,,,Grubbers,,,,,,,,,Grubber,,,,,,,,,Grubber,,,,,,,,,Grubbern,,,,,,,,,Grubber,,,,,,,,,Grubber,,,,,,,,
Gummihammer,Substantiv,"Gummi,Hammer",m,Gummihammer,,,,,,,,,Gummihämmer,,,,,,,,,Gummihammers,,,,,,,,,Gummihämmer,,,,,,,,,Gummihammer,,,,,,,,,Gummihämmern,,,,,,,,,Gummihammer,,,,,,,,,Gummihämmer,,,,,,,,
Gärtnersäge,Substantiv,"Gärtner,Säge",f,Gärtnersäge,,,,,,,,,Gärtnersägen,,,,,,,,,Gärtnersäge,,,,,,,,,Gärtnersägen,,,,,,,,,Gärtnersäge,,,,,,,,,Gärtnersägen,,,,,,,,,Gärtnersäge,,,,,,,,,Gärtnersägen,,,,,,,,
Hacke,Substantiv,,f,Hacke,,,,,,,,,Hacken,,,,,,,,,Hacke,,,,,,,,,Hacken,,,,,,,,,Hacke,,,,,,,,,Hacken,,,,,,,,,Hacke,,,,,,,,,Hacken,,,,,,,,
Hackrechen,Substantiv,"hacken,Rechen",m,Hackrechen,,,,,,,,,Hackrechen,,,,,,,,,Hackrechens,,,,,,,,,Hackrechen,,,,,,,,,Hackrechen,,,,,,,,,Hackrechen,,,,,,,,,Hackrechen,,,,,,,,,Hackrechen,,,,,,,,
Hammer,Substantiv,,m,Hammer,,,,,,,,,Hämmer,,,,,,,,,Hammers,,,,,,,,,Hämmer,,,,,,,,,Hammer,,,,,,,,,Hämmern,,,,,,,,,Hammer,,,,,,,,,Hämmer,,,,,,,,
Handbeil,Substantiv,"Hand,Beil",n,Handbeil,,,,,,,,,Handbeile,,,,,,,,,Handbeiles,Handbeils,,,,,,,,Handbeile,,,,,,,,,Handbeil,Handbeile,,,,,,,,Handbeilen,,,,,,,,,Handbeil,,,,,,,,,Handbeile,,,,,,,,
Handsäge,Substantiv,"Hand,Säge",f,Handsäge,,,,,,,,,Handsägen,,,,,,,,,Handsäge,,,,,,,,,Handsägen,,,,,,,,,Handsäge,,,,,,,,,Handsägen,,,,,,,,,Handsäge,,,,,,,,,Handsägen,,,,,,,,
Harke,Substantiv,,f,Harke,,,,,,,,,Harken,,,,,,,,,Harke,,,,,,,,,Harken,,,,,,,,,Harke,,,,,,,,,Harken,,,,,,,,,Harke,,,,,,,,,Harken,,,,,,,,
Heckenschere,Substantiv,"Hecke,Schere",f,Heckenschere,,,,,,,,,Heckenscheren,,,,,,,,,Heckenschere,,,,,,,,,Heckenscheren,,,,,,,,,Heckenschere,,,,,,,,,Heckenscheren,,,,,,,,,Heckenschere,,,,,,,,,Heckenscheren,,,,,,,,
Heftmaschine,Substantiv,"heften,Maschine",f,Heftmaschine,,,,,,,,,Heftmaschinen,,,,,,,,,Heftmaschine,,,,,,,,,Heftmaschinen,,,,,,,,,Heftmaschine,,,,,,,,,Heftmaschinen,,,,,,,,,Heftmaschine,,,,,,,,,Heftmaschinen,,,,,,,,
Heugabel,Substantiv,"Heu,Gabel",f,Heugabel,,,,,,,,,Heugabeln,,,,,,,,,Heugabel,,,,,,,,,Heugabeln,,,,,,,,,Heugabel,,,,,,,,,Heugabeln,,,,,,,,,Heugabel,,,,,,,,,Heugabeln,,,,,,,,
Hobel,Substantiv,,m,Hobel,,,,,,,,,Hobel,,,,,,,,,Hobels,,,,,,,,,Hobel,,,,,,,,,Hobel,,,,,,,,,Hobeln,,,,,,,,,Hobel,,,,,,,,,Hobel,,,,,,,,
Hobelbank,Substantiv,"hobeln,Bank",f,Hobelbank,,,,,,,,,Hobelbänke,,,,,,,,,Hobelbank,,,,,,,,,Hobelbänke,,,,,,,,,Hobelbank,,,,,,,,,Hobelbänken,,,,,,,,,Hobelbank,,,,,,,,,Hobelbänke,,,,,,,,
Hobelmaschine,Substantiv,"Hobel,Maschine",f,Hobelmaschine,,,,,,,,,Hobelmaschinen,,,,,,,,,Hobelmaschine,,,,,,,,,Hobelmaschinen,,,,,,,,,Hobelmaschine,,,,,,,,,Hobelmaschinen,,,,,,,,,Hobelmaschine,,,,,,,,,Hobelmaschinen,,,,,,,,
Holzaxt,Substantiv,"Holz,Axt",f,Holzaxt,,,,,,,,,Holzäxte,,,,,,,,,Holzaxt,,,,,,,,,Holzäxte,,,,,,,,,Holzaxt,,,,,,,,,Holzäxten,,,,,,,,,Holzaxt,,,,,,,,,Holzäxte,,,,,,,,
Holzfeile,Substantiv,"Holz,Feile",f,Holzfeile,,,,,,,,,Holzfeilen,,,,,,,,,Holzfeile,,,,,,,,,Holzfeilen,,,,,,,,,Holzfeile,,,,,,,,,Holzfeilen,,,,,,,,,Holzfeile,,,,,,,,,Holzfeilen,,,,,,,,
Holzsäge,Substantiv,"Holz,Säge",f,Holzsäge,,,,,,,,,Holzsägen,,,,,,,,,Holzsäge,,,,,,,,,Holzsägen,,,,,,,,,Holzsäge,,,,,,,,,Holzsägen,,,,,,,,,Holzsäge,,,,,,,,,Holzsägen,,,,,,,,
Häckselmaschine,Substantiv,"Häcksel,Maschine",f,Häckselmaschine,,,,,,,,,Häckselmaschinen,,,,,,,,,Häckselmaschine,,,,,,,,,Häckselmaschinen,,,,,,,,,Häckselmaschine,,,,,,,,,Häckselmaschinen,,,,,,,,,Häckselmaschine,,,,,,,,,Häckselmaschinen,,,,,,,,
Inbusschlüssel,Substantiv,,m,Inbusschlüssel,,,,,,,,,Inbusschlüssel,,,,,,,,,Inbusschlüssels,,,,,,,,,Inbusschlüssel,,,,,,,,,Inbusschlüssel,,,,,,,,,Inbusschlüsseln,,,,,,,,,Inbusschlüssel,,,,,,,,,Inbusschlüssel,,,,,,,,
Ingenieurhammer,Substantiv,"Ingenieur,Hammer",m,Ingenieurhammer,,,,,,,,,Ingenieurhämmer,,,,,,,,,Ingenieurhammers,,,,,,,,,Ingenieurhämmer,,,,,,,,,Ingenieurhammer,,,,,,,,,Ingenieurhämmern,,,,,,,,,Ingenieurhammer,,,,,,,,,Ingenieurhämmer,,,,,,,,
Jagdmesser,Substantiv,"Jagd,Messer",n,Jagdmesser,,,,,,,,,Jagdmesser,,,,,,,,,Jagdmessers,,,,,,,,,Jagdmesser,,,,,,,,,Jagdmesser,,,,,,,,,Jagdmessern,,,,,,,,,Jagdmesser,,,,,,,,,Jagdmesser,,,,,,,,
Japansäge,Substantiv,"Japan,Säge",f,Japansäge,,,,,,,,,Japansägen,,,,,,,,,Japansäge,,,,,,,,,Japansägen,,,,,,,,,Japansäge,,,,,,,,,Japansägen,,,,,,,,,Japansäge,,,,,,,,,Japansägen,,,,,,,,
Kaffeelöffel,Substantiv,"Kaffee,Löffel",m,Kaffeelöffel,,,,,,,,,Kaffeelöffel,,,,,,,,,Kaffeelöffels,,,,,,,,,Kaffeelöffel,,,,,,,,,Kaffeelöffel,,,,,,,,,Kaffeelöffeln,,,,,,,,,Kaffeelöffel,,,,,,,,,Kaffeelöffel,,,,,,,,
Kartoffelreibe,Substantiv,"Kartoffel,Reibe",f,Kartoffelreibe,,,,,,,,,Kartoffelreiben,,,,,,,,,Kartoffelreibe,,,,,,,,,Kartoffelreiben,,,,,,,,,Kartoffelreibe,,,,,,,,,Kartoffelreiben,,,,,,,,,Kartoffelreibe,,,,,,,,,Kartoffelreiben,,,,,,,,
Kaschiermaschine,Substantiv,"kaschieren,Maschine",f,Kaschiermaschine,,,,,,,,,Kaschiermaschinen,,,,,,,,,Kaschiermaschine,,,,,,,,,Kaschiermaschinen,,,,,,,,,Kaschiermaschine,,,,,,,,,Kaschiermaschinen,,,,,,,,,Kaschiermaschine,,,,,,,,,Kaschiermaschinen,,,,,,,,
Kelle,Substantiv,,f,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,
Kernbohrer,Substantiv,"Kern,Bohrer",m,Kernbohrer,,,,,,,,,Kernbohrer,,,,,,,,,Kernbohrers,,,,,,,,,Kernbohrer,,,,,,,,,Kernbohrer,,,,,,,,,Kernbohrern,,,,,,,,,Kernbohrer,,,,,,,,,Kernbohrer,,,,,,,,
Kettensäge,Substantiv,"Kette,Säge",f,Kettensäge,,,,,,,,,Kettensägen,,,,,,,,,Kettensäge,,,,,,,,,Kettensägen,,,,,,,,,Kettensäge,,,,,,,,,Kettensägen,,,,,,,,,Kettensäge,,,,,,,,,Kettensägen,,,,,,,,
Klappmesser,Substantiv,"klappen,Messer",n,Klappmesser,,,,,,,,,Klappmesser,,,,,,,,,Klappmessers,,,,,,,,,Klappmesser,,,,,,,,,Klappmesser,,,,,,,,,Klappmessern,,,,,,,,,Klappmesser,,,,,,,,,Klappmesser,,,,,,,,
Klappspaten,Substantiv,"klappen,Spaten",m,Klappspaten,,,,,,,,,Klappspaten,,,,,,,,,Klappspatens,,,,,,,,,Klappspaten,,,,,,,,,Klappspaten,,,,,,,,,Klappspaten,,,,,,,,,Klappspaten,,,,,,,,,Klappspaten,,,,,,,,
Klebestift,Substantiv,"kleben,Stift",m,Klebestift,,,,,,,,,Klebestifte,,,,,,,,,Klebestiftes,Klebestifts,,,,,,,,Klebestifte,,,,,,,,,Klebestift,Klebestifte,,,,,,,,Klebestiften,,,,,,,,,Klebestift,,,,,,,,,Klebestifte,,,,,,,,
Kneifzange,Substantiv,,f,Kneifzange,,,,,,,,,Kneifzangen,,,,,,,,,Kneifzange,,,,,,,,,Kneifzangen,,,,,,,,,Kneifzange,,,,,,,,,Kneifzangen,,,,,,,,,Kneifzange,,,,,,,,,Kneifzangen,,,,,,,,
Knochensäge,Substantiv,"Knochen,Säge",f,Knochensäge,,,,,,,,,Knochensägen,,,,,,,,,Knochensäge,,,,,,,,,Knochensägen,,,,,,,,,Knochensäge,,,,,,,,,Knochensägen,,,,,,,,,Knochensäge,,,,,,,,,Knochensägen,,,,,,,,
Knopfgabel,Substantiv,"Knopf,Gabel",f,Knopfgabel,,,,,,,,,Knopfgabeln,,,,,,,,,Knopfgabel,,,,,,,,,Knopfgabeln,,,,,,,,,Knopfgabel,,,,,,,,,Knopfgabeln,,,,,,,,,Knopfgabel,,,,,,,,,Knopfgabeln,,,,,,,,
Kombinationszange,Substantiv,"Kombination,Zange",f,Kombinationszange,,,,,,,,,Kombinationszangen,,,,,,,,,Kombinationszange,,,,,,,,,Kombinationszangen,,,,,,,,,Kombinationszange,,,,,,,,,Kombinationszangen,,,,,,,,,Kombinationszange,,,,,,,,,Kombinationszangen,,,,,,,,
Kombizange,Substantiv,,f,Kombizange,,,,,,,,,Kombizangen,,,,,,,,,Kombizange,,,,,,,,,Kombizangen,,,,,,,,,Kombizange,,,,,,,,,Kombizangen,,,,,,,,,Kombizange,,,,,,,,,Kombizangen,,,,,,,,
Kreissäge,Substantiv,"Kreis,Säge",f,Kreissäge,,,,,,,,,Kreissägen,,,,,,,,,Kreissäge,,,,,,,,,Kreissägen,,,,,,,,,Kreissäge,,,,,,,,,Kreissägen,,,,,,,,,Kreissäge,,,,,,,,,Kreissägen,,,,,,,,
Kuchengabel,Substantiv,"Kuchen,Gabel",f,Kuchengabel,,,,,,,,,Kuchengabeln,,,,,,,,,Kuchengabel,,,,,,,,,Kuchengabeln,,,,,,,,,Kuchengabel,,,,,,,,,Kuchengabeln,,,,,,,,,Kuchengabel,,,,,,,,,Kuchengabeln,,,,,,,,
Kuchenmesser,Substantiv,"Kuchen,Messer",n,Kuchenmesser,,,,,,,,,Kuchenmesser,,,,,,,,,Kuchenmessers,,,,,,,,,Kuchenmesser,,,,,,,,,Kuchenmesser,,,,,,,,,Kuchenmessern,,,,,,,,,Kuchenmesser,,,,,,,,,Kuchenmesser,,,,,,,,
Kutterschaufel,Substantiv,"Kutter#Substantiv, m, n|Kutter,Schaufel",f,Kutterschaufel,,,,,,,,,Kutterschaufeln,,,,,,,,,Kutterschaufel,,,,,,,,,Kutterschaufeln,,,,,,,,,Kutterschaufel,,,,,,,,,Kutterschaufeln,,,,,,,,,Kutterschaufel,,,,,,,,,Kutterschaufeln,,,,,,,,
Käsehobel,Substantiv,"Käse,Hobel",m,Käsehobel,,,,,,,,,Käsehobel,,,,,,,,,Käsehobels,,,,,,,,,Käsehobel,,,,,,,,,Käsehobel,,,,,,,,,Käsehobeln,,,,,,,,,Käsehobel,,,,,,,,,Käsehobel,,,,,,,,
Küchenmesser,Substantiv,"Küche,Messer",n,Küchenmesser,,,,,,,,,Küchenmesser,,,,,,,,,Küchenmessers,,,,,,,,,Küchenmesser,,,,,,,,,Küchenmesser,,,,,,,,,Küchenmessern,,,,,,,,,Küchenmesser,,,,,,,,,Küchenmesser,,,,,,,,
Küchenreibe,Substantiv,"Küche,Reibe",f,Küchenreibe,,,,,,,,,Küchenreiben,,,,,,,,,Küchenreibe,,,,,,,,,Küchenreiben,,,,,,,,,Küchenreibe,,,,,,,,,Küchenreiben,,,,,,,,,Küchenreibe,,,,,,,,,Küchenreiben,,,,,,,,
Latthammer,Substantiv,,m,Latthammer,,,,,,,,,Latthämmer,,,,,,,,,Latthammers,,,,,,,,,Latthämmer,,,,,,,,,Latthammer,,,,,,,,,Latthämmern,,,,,,,,,Latthammer,,,,,,,,,Latthämmer,,,,,,,,
Laubsäge,Substantiv,"Laub,Säge",f,Laubsäge,,,,,,,,,Laubsägen,,,,,,,,,Laubsäge,,,,,,,,,Laubsägen,,,,,,,,,Laubsäge,,,,,,,,,Laubsägen,,,,,,,,,Laubsäge,,,,,,,,,Laubsägen,,,,,,,,
Leiter,Substantiv,,f,Leiter,,,,,,,,,Leitern,,,,,,,,,Leiter,,,,,,,,,Leitern,,,,,,,,,Leiter,,,,,,,,,Leitern,,,,,,,,,Leiter,,,,,,,,,Leitern,,,,,,,,
Lineal,Substantiv,,n,Lineal,,,,,,,,,Lineale,,,,,,,,,Lineals,,,,,,,,,Lineale,,,,,,,,,Lineal,,,,,,,,,Linealen,,,,,,,,,Lineal,,,,,,,,,Lineale,,,,,,,,
Liniermaschine,Substantiv,"linieren,Maschine",f,Liniermaschine,,,,,,,,,Liniermaschinen,,,,,,,,,Liniermaschine,,,,,,,,,Liniermaschinen,,,,,,,,,Liniermaschine,,,,,,,,,Liniermaschinen,,,,,,,,,Liniermaschine,,,,,,,,,Liniermaschinen,,,,,,,,
Liniiermaschine,Substantiv,"liniieren,Maschine",f,Liniiermaschine,,,,,,,,,Liniiermaschinen,,,,,,,,,Liniiermaschine,,,,,,,,,Liniiermaschinen,,,,,,,,,Liniiermaschine,,,,,,,,,Liniiermaschinen,,,,,,,,,Liniiermaschine,,,,,,,,,Liniiermaschinen,,,,,,,,
Lochsäge,Substantiv,"Loch,Säge",f,Lochsäge,,,,,,,,,Lochsägen,,,,,,,,,Lochsäge,,,,,,,,,Lochsägen,,,,,,,,,Lochsäge,,,,,,,,,Lochsägen,,,,,,,,,Lochsäge,,,,,,,,,Lochsägen,,,,,,,,
Lochzange,Substantiv,"Loch,Zange",f,Lochzange,,,,,,,,,Lochzangen,,,,,,,,,Lochzange,,,,,,,,,Lochzangen,,,,,,,,,Lochzange,,,,,,,,,Lochzangen,,,,,,,,,Lochzange,,,,,,,,,Lochzangen,,,,,,,,
Löffel,Substantiv,,m,Löffel,,,,,,,,,Löffel,,,,,,,,,Löffels,,,,,,,,,Löffel,,,,,,,,,Löffel,,,,,,,,,Löffeln,,,,,,,,,Löffel,,,,,,,,,Löffel,,,,,,,,
Lötkolben,Substantiv,"löten,Kolben",m,Lötkolben,,,,,,,,,Lötkolben,,,,,,,,,Lötkolbens,,,,,,,,,Lötkolben,,,,,,,,,Lötkolben,,,,,,,,,Lötkolben,,,,,,,,,Lötkolben,,,,,,,,,Lötkolben,,,,,,,,
Lötlampe,Substantiv,"löten,Lampe",f,Lötlampe,,,,,,,,,Lötlampen,,,,,,,,,Lötlampe,,,,,,,,,Lötlampen,,,,,,,,,Lötlampe,,,,,,,,,Lötlampen,,,,,,,,,Lötlampe,,,,,,,,,Lötlampen,,,,,,,,
Maurerkelle,Substantiv,"Maurer,Kelle",f,Maurerkelle,,,,,,,,,Maurerkellen,,,,,,,,,Maurerkelle,,,,,,,,,Maurerkellen,,,,,,,,,Maurerkelle,,,,,,,,,Maurerkellen,,,,,,,,,Maurerkelle,,,,,,,,,Maurerkellen,,,,,,,,
Maßband,Substantiv,"Maß,Band",n,Maßband,,,,,,,,,Maßbänder,,,,,,,,,Maßbands,Maßbandes,,,,,,,,Maßbänder,,,,,,,,,Maßband,Maßbande,,,,,,,,Maßbändern,,,,,,,,,Maßband,,,,,,,,,Maßbänder,,,,,,,,
Mehlsieb,Substantiv,"Mehl,Sieb",n,Mehlsieb,,,,,,,,,Mehlsiebe,,,,,,,,,Mehlsiebs,Mehlsiebes,,,,,,,,Mehlsiebe,,,,,,,,,Mehlsieb,,,,,,,,,Mehlsieben,,,,,,,,,Mehlsieb,,,,,,,,,Mehlsiebe,,,,,,,,
Mehrphasenwechselstromgenerator,Substantiv,"Mehrphasenwechselstrom,Generator",m,Mehrphasenwechselstromgenerator,,,,,,,,,Mehrphasenwechselstromgeneratoren,,,,,,,,,Mehrphasenwechselstromgenerators,,,,,,,,,Mehrphasenwechselstromgeneratoren,,,,,,,,,Mehrphasenwechselstromgenerator,,,,,,,,,Mehrphasenwechselstromgeneratoren,,,,,,,,,Mehrphasenwechselstromgenerator,,,,,,,,,Mehrphasenwechselstromgeneratoren,,,,,,,,
Meißel,Substantiv,,m,Meißel,,,,,,,,,Meißel,,,,,,,,,Meißels,,,,,,,,,Meißel,,,,,,,,,Meißel,,,,,,,,,Meißeln,,,,,,,,,Meißel,,,,,,,,,Meißel,,,,,,,,
Melkmaschine,Substantiv,"melken,Maschine",f,Melkmaschine,,,,,,,,,Melkmaschinen,,,,,,,,,Melkmaschine,,,,,,,,,Melkmaschinen,,,,,,,,,Melkmaschine,,,,,,,,,Melkmaschinen,,,,,,,,,Melkmaschine,,,,,,,,,Melkmaschinen,,,,,,,,
Messer,Substantiv,,n,Messer,,,,,,,,,Messer,,,,,,,,,Messers,,,,,,,,,Messer,,,,,,,,,Messer,,,,,,,,,Messern,,,,,,,,,Messer,,,,,,,,,Messer,,,,,,,,
Messlatte,Substantiv,"messen,Latte",f,Messlatte,,,,,,,,,Messlatten,,,,,,,,,Messlatte,,,,,,,,,Messlatten,,,,,,,,,Messlatte,,,,,,,,,Messlatten,,,,,,,,,Messlatte,,,,,,,,,Messlatten,,,,,,,,
Messschieber,Substantiv,"messen,Schieber",m,Messschieber,,,,,,,,,Messschieber,,,,,,,,,Messschiebers,,,,,,,,,Messschieber,,,,,,,,,Messschieber,,,,,,,,,Messschiebern,,,,,,,,,Messschieber,,,,,,,,,Messschieber,,,,,,,,
Metallsäge,Substantiv,"Metall,Säge",f,Metallsäge,,,,,,,,,Metallsägen,,,,,,,,,Metallsäge,,,,,,,,,Metallsägen,,,,,,,,,Metallsäge,,,,,,,,,Metallsägen,,,,,,,,,Metallsäge,,,,,,,,,Metallsägen,,,,,,,,
Mistgabel,Substantiv,"Mist,Gabel",f,Mistgabel,,,,,,,,,Mistgabeln,,,,,,,,,Mistgabel,,,,,,,,,Mistgabeln,,,,,,,,,Mistgabel,,,,,,,,,Mistgabeln,,,,,,,,,Mistgabel,,,,,,,,,Mistgabeln,,,,,,,,
Motorsense,Substantiv,"Motor,Sense",f,Motorsense,,,,,,,,,Motorsensen,,,,,,,,,Motorsense,,,,,,,,,Motorsensen,,,,,,,,,Motorsense,,,,,,,,,Motorsensen,,,,,,,,,Motorsense,,,,,,,,,Motorsensen,,,,,,,,
Motorsäge,Substantiv,"Motor,Säge",f,Motorsäge,,,,,,,,,Motorsägen,,,,,,,,,Motorsäge,,,,,,,,,Motorsägen,,,,,,,,,Motorsäge,,,,,,,,,Motorsägen,,,,,,,,,Motorsäge,,,,,,,,,Motorsägen,,,,,,,,
Muskatreibe,Substantiv,"Muskat,Reibe",f,Muskatreibe,,,,,,,,,Muskatreiben,,,,,,,,,Muskatreibe,,,,,,,,,Muskatreiben,,,,,,,,,Muskatreibe,,,,,,,,,Muskatreiben,,,,,,,,,Muskatreibe,,,,,,,,,Muskatreiben,,,,,,,,
Mutterbohrer,Substantiv,"Mutter,Bohrer",m,Mutterbohrer,,,,,,,,,Mutterbohrer,,,,,,,,,Mutterbohrers,,,,,,,,,Mutterbohrer,,,,,,,,,Mutterbohrer,,,,,,,,,Mutterbohrern,,,,,,,,,Mutterbohrer,,,,,,,,,Mutterbohrer,,,,,,,,
Nadel,Substantiv,,f,Nadel,,,,,,,,,Nadeln,,,,,,,,,Nadel,,,,,,,,,Nadeln,,,,,,,,,Nadel,,,,,,,,,Nadeln,,,,,,,,,Nadel,,,,,,,,,Nadeln,,,,,,,,
Nadelhalter,Substantiv,,m,Nadelhalter,,,,,,,,,Nadelhalter,,,,,,,,,Nadelhalters,,,,,,,,,Nadelhalter,,,,,,,,,Nadelhalter,,,,,,,,,Nadelhaltern,,,,,,,,,Nadelhalter,,,,,,,,,Nadelhalter,,,,,,,,
Nagelbohrer,Substantiv,"Nagel,Bohrer",m,Nagelbohrer,,,,,,,,,Nagelbohrer,,,,,,,,,Nagelbohrers,,,,,,,,,Nagelbohrer,,,,,,,,,Nagelbohrer,,,,,,,,,Nagelbohrern,,,,,,,,,Nagelbohrer,,,,,,,,,Nagelbohrer,,,,,,,,
Nagelfeile,Substantiv,"Nagel,Feile",f,Nagelfeile,,,,,,,,,Nagelfeilen,,,,,,,,,Nagelfeile,,,,,,,,,Nagelfeilen,,,,,,,,,Nagelfeile,,,,,,,,,Nagelfeilen,,,,,,,,,Nagelfeile,,,,,,,,,Nagelfeilen,,,,,,,,
Nagelschere,Substantiv,"Nagel,Schere",f,Nagelschere,,,,,,,,,Nagelscheren,,,,,,,,,Nagelschere,,,,,,,,,Nagelscheren,,,,,,,,,Nagelschere,,,,,,,,,Nagelscheren,,,,,,,,,Nagelschere,,,,,,,,,Nagelscheren,,,,,,,,
Notstromgenerator,Substantiv,"Notstrom,Generator",m,Notstromgenerator,,,,,,,,,Notstromgeneratoren,,,,,,,,,Notstromgenerators,,,,,,,,,Notstromgeneratoren,,,,,,,,,Notstromgenerator,,,,,,,,,Notstromgeneratoren,,,,,,,,,Notstromgenerator,,,,,,,,,Notstromgeneratoren,,,,,,,,
Nudelmaschine,Substantiv,"Nudel,Maschine",f,Nudelmaschine,,,,,,,,,Nudelmaschinen,,,,,,,,,Nudelmaschine,,,,,,,,,Nudelmaschinen,,,,,,,,,Nudelmaschine,,,,,,,,,Nudelmaschinen,,,,,,,,,Nudelmaschine,,,,,,,,,Nudelmaschinen,,,,,,,,
Nudelsieb,Substantiv,"Nudel,Sieb",n,Nudelsieb,,,,,,,,,Nudelsiebe,,,,,,,,,Nudelsiebes,Nudelsiebs,,,,,,,,Nudelsiebe,,,,,,,,,Nudelsieb,Nudelsiebe,,,,,,,,Nudelsieben,,,,,,,,,Nudelsieb,,,,,,,,,Nudelsiebe,,,,,,,,
Obstmesser,Substantiv,"Obst,Messer",n,Obstmesser,,,,,,,,,Obstmesser,,,,,,,,,Obstmessers,,,,,,,,,Obstmesser,,,,,,,,,Obstmesser,,,,,,,,,Obstmessern,,,,,,,,,Obstmesser,,,,,,,,,Obstmesser,,,,,,,,
Paginiermaschine,Substantiv,"paginieren,Maschine",f,Paginiermaschine,,,,,,,,,Paginiermaschinen,,,,,,,,,Paginiermaschine,,,,,,,,,Paginiermaschinen,,,,,,,,,Paginiermaschine,,,,,,,,,Paginiermaschinen,,,,,,,,,Paginiermaschine,,,,,,,,,Paginiermaschinen,,,,,,,,
Paketiermaschine,Substantiv,"paketieren,Maschine",f,Paketiermaschine,,,,,,,,,Paketiermaschinen,,,,,,,,,Paketiermaschine,,,,,,,,,Paketiermaschinen,,,,,,,,,Paketiermaschine,,,,,,,,,Paketiermaschinen,,,,,,,,,Paketiermaschine,,,,,,,,,Paketiermaschinen,,,,,,,,
Papierschere,Substantiv,"Papier,Schere",f,Papierschere,,,,,,,,,Papierscheren,,,,,,,,,Papierschere,,,,,,,,,Papierscheren,,,,,,,,,Papierschere,,,,,,,,,Papierscheren,,,,,,,,,Papierschere,,,,,,,,,Papierscheren,,,,,,,,
Parmesanmesser,Substantiv,"Parmesan,Messer",n,Parmesanmesser,,,,,,,,,Parmesanmesser,,,,,,,,,Parmesanmessers,,,,,,,,,Parmesanmesser,,,,,,,,,Parmesanmesser,,,,,,,,,Parmesanmessern,,,,,,,,,Parmesanmesser,,,,,,,,,Parmesanmesser,,,,,,,,
Parmesanreibe,Substantiv,"Parmesan,Reibe",f,Parmesanreibe,,,,,,,,,Parmesanreiben,,,,,,,,,Parmesanreibe,,,,,,,,,Parmesanreiben,,,,,,,,,Parmesanreibe,,,,,,,,,Parmesanreiben,,,,,,,,,Parmesanreibe,,,,,,,,,Parmesanreiben,,,,,,,,
